,ARSUSD,COPUSD,CLPUSD,Net trade in goods (value)_Colombia,Net trade in goods (value)_Chile,Net trade in goods (value)_United States,Net trade in goods (value)_Argentina,Exports in goods (value)_Colombia,Exports in goods (value)_Chile,Exports in goods (value)_United States,Exports in goods (value)_Argentina,Imports in goods (value)_Colombia,Imports in goods (value)_Chile,Imports in goods (value)_United States,Imports in goods (value)_Argentina,Insured Unemployment Rate,Chicago Fed National Financial Conditions Index,Federal Funds Effective Rate,Equity Market-related Economic Uncertainty Index,Economic Policy Uncertainty Index for United States,Consumer Price Index for All Urban Consumers: All Items in U.S. City Average,Consumer Price Index: All items: Total: Total for Argentina,U.S. Exports of Goods by F.A.S. Basis to Argentina,U.S. Imports of Goods by Customs Basis from Argentina,Consumer Price Index: All Items: Total: Total for Chile,Unemployment Rate: Aged 15 and over: All Persons for Chile,U.S. Exports of Goods by F.A.S. Basis to Chile,U.S. Imports of Goods by Customs Basis from Chile,Consumer Price Index: All items: Total: Total for Colombia,Unemployment Rate: Aged 15 and over: All Persons for Colombia,U.S. Exports of Goods by F.A.S. Basis to Colombia,GDP_United States,GDP_Argentina,GDP_Chile,GDP_Colombia,Interest Rate_Columbia,Interest Rate_Chile,Interest Rate_Argentina,SP500,VIX,Merval,BBG_Comm_Index,BBG_Agriculture_Index,BBG_Aluminum_Index,BBG_Soybeans_Index,BBG_SoybeansOil_Index,BBG_Copper_Index,BBG_Coffee_Index,BBG_Cocoa_Index,Crude Oil Commodity,Brent Crude Commodity,US GBond 1M,US GBond 6M,US GBond 1Y,US GBond 2Y,US GBond 5Y,US GBond 10Y,US GBond 30Y,Chile GBond 10Y,S&P CLX IPSA
2019-02-03,0.026818,0.000319,0.001537,-1.104979,0.7708688,-71.534,0.9391142,3.305773,6.32682,137.129,5.503155,4.410752,5.555951,208.663,4.564041,1.3,-0.50985,2.40,66.15000,134.38000,252.718,189.6101,688.022626,454.025144,109.772374406421,7.26255623571372,1136.156777,967.46334,117.578343679921,10.3927927878383,1282.888473,19612486.4,5700890.0,172144703.4,864813.1,4.25,3.0,52.44,2706.530029,16.139999,36599.898438,80.965,42.7308,29.9273,183.84,33.9517,259.53,8.6453,47.7407,55.26,62.75,2.4101,2.4652,2.5648,2.51,2.515,2.51,3.03,4.43,5452.97
2019-02-04,0.026913,0.000324,0.00153,-1.104979,0.7708688,-71.534,0.9391142,3.305773,6.32682,137.129,5.503155,4.410752,5.555951,208.663,4.564041,1.3,-0.50985,2.40,118.31000,216.31000,252.718,189.6101,688.022626,454.025144,109.772374406421,7.26255623571372,1136.156777,967.46334,117.578343679921,10.3927927878383,1282.888473,19612486.4,5700890.0,172144703.4,864813.1,4.25,3.0,51.3,2724.870117,15.73,37145.0,81.1004,42.9277,30.504,183.99,34.2243,261.54,8.8037,49.0714,54.56,62.51,2.402,2.478,2.567,2.532,2.534,2.532,3.06,4.42,5472.93
2019-02-05,0.026922,0.000324,0.001534,-1.104979,0.7708688,-71.534,0.9391142,3.305773,6.32682,137.129,5.503155,4.410752,5.555951,208.663,4.564041,1.3,-0.50985,2.40,102.39000,87.75000,252.718,189.6101,688.022626,454.025144,109.772374406421,7.26255623571372,1136.156777,967.46334,117.578343679921,10.3927927878383,1282.888473,19612486.4,5700890.0,172144703.4,864813.1,4.25,3.0,50.02,2737.699951,15.57,37471.699219,80.8806,42.9961,30.5636,184.34,34.5083,263.65,8.7412,48.8764,53.66,61.98,2.387,2.502,2.562,2.522,2.513,2.522,3.036,4.44,5466.54
2019-02-06,0.026879,0.000328,0.001536,-1.104979,0.7708688,-71.534,0.9391142,3.305773,6.32682,137.129,5.503155,4.410752,5.555951,208.663,4.564041,1.3,-0.50985,2.40,153.76000,145.25000,252.718,189.6101,688.022626,454.025144,109.772374406421,7.26255623571372,1136.156777,967.46334,117.578343679921,10.3927927878383,1282.888473,19612486.4,5700890.0,172144703.4,864813.1,4.25,3.0,48.82,2731.610107,15.38,36731.699219,80.9856,43.1065,30.2972,184.64,35.099,265.48,8.7954,49.7167,54.01,62.69,2.394,2.502,2.557,2.524,2.507,2.524,3.038,4.45,5426.51
2019-02-07,0.026655,0.000322,0.001528,-1.104979,0.7708688,-71.534,0.9391142,3.305773,6.32682,137.129,5.503155,4.410752,5.555951,208.663,4.564041,1.3,-0.50985,2.40,18.94000,93.79000,252.718,189.6101,688.022626,454.025144,109.772374406421,7.26255623571372,1136.156777,967.46334,117.578343679921,10.3927927878383,1282.888473,19612486.4,5700890.0,172144703.4,864813.1,4.25,3.0,47.55,2706.050049,16.370001,35929.0,80.0391,42.5998,30.1063,182.94,34.9968,264.73,8.6953,48.927,52.64,61.63,2.387,2.486,2.535,2.479,2.458,2.479,2.995,4.46,5426.94
2019-02-08,0.026445,0.000321,0.00152,-1.104979,0.7708688,-71.534,0.9391142,3.305773,6.32682,137.129,5.503155,4.410752,5.555951,208.663,4.564041,1.3,-0.53304,2.40,7.47000,76.81000,252.718,189.6101,688.022626,454.025144,109.772374406421,7.26255623571372,1136.156777,967.46334,117.578343679921,10.3927927878383,1282.888473,19612486.4,5700890.0,172144703.4,864813.1,4.25,3.0,46.24,2707.879883,15.72,36664.199219,80.0655,42.5328,29.8757,183.2,35.067,263.05,8.5544,48.4075,52.72,62.1,2.428,2.496,2.535,2.463,2.441,2.463,2.975,4.36,5379.09
2019-02-09,0.026445,0.000321,0.00152,-1.104979,0.7708688,-71.534,0.9391142,3.305773,6.32682,137.129,5.503155,4.410752,5.555951,208.663,4.564041,1.3,-0.53304,2.40,47.38000,49.63000,252.718,189.6101,688.022626,454.025144,109.772374406421,7.26255623571372,1136.156777,967.46334,117.578343679921,10.3927927878383,1282.888473,19612486.4,5700890.0,172144703.4,864813.1,4.25,3.0,46.24,2707.879883,15.72,36664.199219,80.0655,42.5328,29.8757,183.2,35.067,263.05,8.5544,48.4075,52.72,62.1,2.428,2.496,2.535,2.463,2.441,2.463,2.975,4.36,5379.09
2019-02-10,0.026445,0.000321,0.00152,-1.104979,0.7708688,-71.534,0.9391142,3.305773,6.32682,137.129,5.503155,4.410752,5.555951,208.663,4.564041,1.3,-0.53304,2.40,32.66000,95.37000,252.718,189.6101,688.022626,454.025144,109.772374406421,7.26255623571372,1136.156777,967.46334,117.578343679921,10.3927927878383,1282.888473,19612486.4,5700890.0,172144703.4,864813.1,4.25,3.0,46.24,2707.879883,15.72,36664.199219,80.0655,42.5328,29.8757,183.2,35.067,263.05,8.5544,48.4075,52.72,62.1,2.4253,2.4989,2.535,2.463,2.4445,2.463,2.976,4.36,5379.09
2019-02-11,0.02643,0.000325,0.001521,-1.104979,0.7708688,-71.534,0.9391142,3.305773,6.32682,137.129,5.503155,4.410752,5.555951,208.663,4.564041,1.3,-0.53304,2.40,66.98000,59.53000,252.718,189.6101,688.022626,454.025144,109.772374406421,7.26255623571372,1136.156777,967.46334,117.578343679921,10.3927927878383,1282.888473,19612486.4,5700890.0,172144703.4,864813.1,4.25,3.0,45.16,2709.800049,15.97,37023.699219,79.6555,42.1346,29.8471,181.31,34.3589,261.08,8.3599,49.0475,52.41,61.51,2.433,2.499,2.545,2.49,2.475,2.49,2.999,4.34,5375.07
2019-02-12,0.026363,0.000319,0.001512,-1.104979,0.7708688,-71.534,0.9391142,3.305773,6.32682,137.129,5.503155,4.410752,5.555951,208.663,4.564041,1.3,-0.53304,2.40,25.83000,45.91000,252.718,189.6101,688.022626,454.025144,109.772374406421,7.26255623571372,1136.156777,967.46334,117.578343679921,10.3927927878383,1282.888473,19612486.4,5700890.0,172144703.4,864813.1,4.25,3.0,44.36,2744.72998,15.43,37686.0,80.0973,42.5046,29.5158,183.79,34.4672,259.34,8.3804,49.1424,53.1,62.42,2.417,2.51,2.545,2.504,2.491,2.504,3.022,4.39,5384.88
2019-02-13,0.026346,0.00032,0.001516,-1.104979,0.7708688,-71.534,0.9391142,3.305773,6.32682,137.129,5.503155,4.410752,5.555951,208.663,4.564041,1.3,-0.53304,2.40,19.28000,93.01000,252.718,189.6101,688.022626,454.025144,109.772374406421,7.26255623571372,1136.156777,967.46334,117.578343679921,10.3927927878383,1282.888473,19612486.4,5700890.0,172144703.4,864813.1,4.25,3.0,43.97,2753.030029,15.65,37038.898438,80.1641,42.4474,29.4904,183.59,34.0933,259.44,8.2737,49.5325,53.9,63.61,2.417,2.513,2.55,2.539,2.527,2.539,3.033,4.38,5386.61
2019-02-14,0.026199,0.000319,0.001508,-1.104979,0.7708688,-71.534,0.9391142,3.305773,6.32682,137.129,5.503155,4.410752,5.555951,208.663,4.564041,1.3,-0.53304,2.40,6.30000,35.99000,252.718,189.6101,688.022626,454.025144,109.772374406421,7.26255623571372,1136.156777,967.46334,117.578343679921,10.3927927878383,1282.888473,19612486.4,5700890.0,172144703.4,864813.1,4.25,3.0,43.94,2745.72998,16.219999,37385.800781,79.9611,41.9075,29.3318,181.03,33.9697,259.67,8.205,49.1676,54.41,64.57,2.422,2.507,2.532,2.496,2.473,2.496,3.009,4.36,5376.39
2019-02-15,0.026187,0.000318,0.001506,-1.104979,0.7708688,-71.534,0.9391142,3.305773,6.32682,137.129,5.503155,4.410752,5.555951,208.663,4.564041,1.3,-0.55294,2.40,29.16000,55.54000,252.718,189.6101,688.022626,454.025144,109.772374406421,7.26255623571372,1136.156777,967.46334,117.578343679921,10.3927927878383,1282.888473,19612486.4,5700890.0,172144703.4,864813.1,4.25,3.0,44.21,2775.600098,14.91,37470.0,80.9569,42.1282,29.4864,181.77,34.0259,261.77,8.2212,50.6654,55.59,66.25,2.425,2.501,2.544,2.52,2.495,2.52,2.997,4.36,5399.83
2019-02-16,0.026187,0.000318,0.001506,-1.104979,0.7708688,-71.534,0.9391142,3.305773,6.32682,137.129,5.503155,4.410752,5.555951,208.663,4.564041,1.3,-0.55294,2.40,35.55000,27.08000,252.718,189.6101,688.022626,454.025144,109.772374406421,7.26255623571372,1136.156777,967.46334,117.578343679921,10.3927927878383,1282.888473,19612486.4,5700890.0,172144703.4,864813.1,4.25,3.0,44.21,2775.600098,14.91,37470.0,80.9569,42.1282,29.4864,181.77,34.0259,261.77,8.2212,50.6654,55.59,66.25,2.425,2.501,2.544,2.52,2.495,2.52,2.997,4.36,5399.83
2019-02-17,0.026187,0.000318,0.001506,-1.104979,0.7708688,-71.534,0.9391142,3.305773,6.32682,137.129,5.503155,4.410752,5.555951,208.663,4.564041,1.3,-0.55294,2.40,53.39000,10.92000,252.718,189.6101,688.022626,454.025144,109.772374406421,7.26255623571372,1136.156777,967.46334,117.578343679921,10.3927927878383,1282.888473,19612486.4,5700890.0,172144703.4,864813.1,4.25,3.0,44.21,2775.600098,14.91,37470.0,80.9569,42.1282,29.4864,181.77,34.0259,261.77,8.2212,50.6654,55.59,66.25,2.425,2.501,2.544,2.52,2.495,2.52,2.997,4.36,5399.83
2019-02-18,0.025907,0.000319,0.001512,-1.104979,0.7708688,-71.534,0.9391142,3.305773,6.32682,137.129,5.503155,4.410752,5.555951,208.663,4.564041,1.3,-0.55294,2.40,12.55000,57.35000,252.718,189.6101,688.022626,454.025144,109.772374406421,7.26255623571372,1136.156777,967.46334,117.578343679921,10.3927927878383,1282.888473,19612486.4,5700890.0,172144703.4,864813.1,4.25,3.0,44.31,2775.600098,14.91,37355.199219,80.9569,42.1282,29.4864,181.77,34.0259,261.77,8.2212,50.6654,55.59,66.5,2.4302,2.5039,2.5445,2.52,2.4998,2.52,2.998,4.38,5370.29
2019-02-19,0.025829,0.00032,0.001514,-1.104979,0.7708688,-71.534,0.9391142,3.305773,6.32682,137.129,5.503155,4.410752,5.555951,208.663,4.564041,1.3,-0.55294,2.40,26.18000,79.79000,252.718,189.6101,688.022626,454.025144,109.772374406421,7.26255623571372,1136.156777,967.46334,117.578343679921,10.3927927878383,1282.888473,19612486.4,5700890.0,172144703.4,864813.1,4.25,3.0,44.49,2779.76001,14.88,36292.300781,81.2942,41.7928,29.4428,180.39,33.8011,268.73,8.1565,50.9173,56.09,66.45,2.405,2.506,2.544,2.5,2.468,2.5,2.988,4.36,5386.31
2019-02-20,0.025466,0.000321,0.001526,-1.104979,0.7708688,-71.534,0.9391142,3.305773,6.32682,137.129,5.503155,4.410752,5.555951,208.663,4.564041,1.3,-0.55294,2.40,31.77000,65.36000,252.718,189.6101,688.022626,454.025144,109.772374406421,7.26255623571372,1136.156777,967.46334,117.578343679921,10.3927927878383,1282.888473,19612486.4,5700890.0,172144703.4,864813.1,4.25,3.0,46.01,2784.699951,14.02,36503.5,81.6821,41.8301,29.6292,180.68,34.0259,272.69,8.201,50.2057,56.92,67.08,2.402,2.51,2.539,2.502,2.473,2.502,2.998,4.35,5410.5
2019-02-21,0.025212,0.000322,0.001532,-1.104979,0.7708688,-71.534,0.9391142,3.305773,6.32682,137.129,5.503155,4.410752,5.555951,208.663,4.564041,1.3,-0.55294,2.40,62.04000,87.44000,252.718,189.6101,688.022626,454.025144,109.772374406421,7.26255623571372,1136.156777,967.46334,117.578343679921,10.3927927878383,1282.888473,19612486.4,5700890.0,172144703.4,864813.1,4.25,3.0,49.03,2774.879883,14.46,35852.101563,81.7878,42.0988,30.2081,182.31,34.6327,270.64,8.0432,49.2989,56.96,67.07,2.384,2.515,2.549,2.529,2.508,2.529,3.045,4.34,5439.12
2019-02-22,0.025305,0.00032,0.001529,-1.104979,0.7708688,-71.534,0.9391142,3.305773,6.32682,137.129,5.503155,4.410752,5.555951,208.663,4.564041,1.3,-0.56903,2.40,29.54000,115.34000,252.718,189.6101,688.022626,454.025144,109.772374406421,7.26255623571372,1136.156777,967.46334,117.578343679921,10.3927927878383,1282.888473,19612486.4,5700890.0,172144703.4,864813.1,4.25,3.0,49.52,2792.669922,13.51,36646.800781,82.1246,42.1408,30.3271,182.21,34.6664,275.26,8.0877,49.5839,57.26,67.12,2.425,2.512,2.544,2.491,2.468,2.491,3.021,4.265,5483.92
2019-02-23,0.025305,0.00032,0.001529,-1.104979,0.7708688,-71.534,0.9391142,3.305773,6.32682,137.129,5.503155,4.410752,5.555951,208.663,4.564041,1.3,-0.56903,2.40,34.92000,93.12000,252.718,189.6101,688.022626,454.025144,109.772374406421,7.26255623571372,1136.156777,967.46334,117.578343679921,10.3927927878383,1282.888473,19612486.4,5700890.0,172144703.4,864813.1,4.25,3.0,49.52,2792.669922,13.51,36646.800781,82.1246,42.1408,30.3271,182.21,34.6664,275.26,8.0877,49.5839,57.26,67.12,2.425,2.512,2.544,2.491,2.468,2.491,3.021,4.265,5483.92
2019-02-24,0.025305,0.00032,0.001529,-1.104979,0.7708688,-71.534,0.9391142,3.305773,6.32682,137.129,5.503155,4.410752,5.555951,208.663,4.564041,1.3,-0.56903,2.40,53.18000,4.05000,252.718,189.6101,688.022626,454.025144,109.772374406421,7.26255623571372,1136.156777,967.46334,117.578343679921,10.3927927878383,1282.888473,19612486.4,5700890.0,172144703.4,864813.1,4.25,3.0,49.52,2792.669922,13.51,36646.800781,82.1246,42.1408,30.3271,182.21,34.6664,275.26,8.0877,49.5839,57.26,67.12,2.433,2.5119,2.5437,2.491,2.4846,2.491,3.024,4.265,5483.92
2019-02-25,0.02535,0.000325,0.001537,-1.104979,0.7708688,-71.534,0.9391142,3.305773,6.32682,137.129,5.503155,4.410752,5.555951,208.663,4.564041,1.3,-0.56903,2.40,23.22000,84.03000,252.718,189.6101,688.022626,454.025144,109.772374406421,7.26255623571372,1136.156777,967.46334,117.578343679921,10.3927927878383,1282.888473,19612486.4,5700890.0,172144703.4,864813.1,4.25,3.0,49.83,2796.110107,14.85,36332.0,81.301,41.7015,30.2081,182.46,34.4754,275.36,8.0756,48.9004,55.48,64.76,2.43,2.514,2.554,2.512,2.486,2.512,3.032,4.36,5479.69
2019-02-26,0.02563,0.000323,0.001538,-1.104979,0.7708688,-71.534,0.9391142,3.305773,6.32682,137.129,5.503155,4.410752,5.555951,208.663,4.564041,1.3,-0.56903,2.40,42.85000,68.54000,252.718,189.6101,688.022626,454.025144,109.772374406421,7.26255623571372,1136.156777,967.46334,117.578343679921,10.3927927878383,1282.888473,19612486.4,5700890.0,172144703.4,864813.1,4.25,3.0,50.07,2793.899902,15.17,36026.601563,81.2074,41.221,30.2715,180.88,34.1607,275.5,7.8289,49.3372,55.5,65.21,2.428,2.52,2.538,2.484,2.445,2.484,3.007,4.37,5475.54
2019-02-27,0.025723,0.000325,0.001544,-1.104979,0.7708688,-71.534,0.9391142,3.305773,6.32682,137.129,5.503155,4.410752,5.555951,208.663,4.564041,1.3,-0.56903,2.40,66.43000,128.81000,252.718,189.6101,688.022626,454.025144,109.772374406421,7.26255623571372,1136.156777,967.46334,117.578343679921,10.3927927878383,1282.888473,19612486.4,5700890.0,172144703.4,864813.1,4.25,3.0,49.98,2792.379883,14.7,35345.5,81.6096,41.2716,30.446,180.83,33.8461,276.62,8.0028,50.1425,56.94,66.39,2.422,2.515,2.547,2.506,2.489,2.506,3.068,4.37,5372.59
2019-02-28,0.0258,0.000326,0.001542,-0.856795,0.04295361,-71.005,0.6864354,3.448436,5.856103,137.476,5.390614,4.30523,5.81315,208.481,4.704178,1.3,-0.56903,2.40,62.04000,125.24000,253.322,196.7501,694.762379,389.652517,109.815956490553,7.17857694096086,1197.873345,888.656113,118.254144934718,10.6002149467771,1047.169761,19612486.4,5700890.0,172144703.4,864813.1,4.25,3.0,50.13,2784.48999,14.78,34485.800781,81.3904,40.9822,30.2715,179.55,33.9922,275.26,7.9624,48.7151,57.22,66.03,2.415,2.505,2.542,2.512,2.509,2.512,3.084,4.38,5287.54
2019-03-01,0.025561,0.000325,0.001526,-0.856795,0.04295361,-71.005,0.6864354,3.448436,5.856103,137.476,5.390614,4.30523,5.81315,208.481,4.704178,1.3,-0.58025,2.40,50.88000,110.76000,253.322,196.7501,694.762379,389.652517,109.815956490553,7.17857694096086,1197.873345,888.656113,118.254144934718,10.6002149467771,1047.169761,19612486.4,5700890.0,172144703.4,864813.1,4.25,3.0,50.22,2803.689941,13.57,33834.898438,80.966,41.0753,30.3786,179.79,33.9809,273.77,8.1039,48.068,55.8,65.07,2.452,2.509,2.554,2.559,2.556,2.559,3.123,4.39,5274.66
2019-03-02,0.025561,0.000325,0.001526,-0.856795,0.04295361,-71.005,0.6864354,3.448436,5.856103,137.476,5.390614,4.30523,5.81315,208.481,4.704178,1.3,-0.58025,2.40,23.08000,118.68000,253.322,196.7501,694.762379,389.652517,109.815956490553,7.17857694096086,1197.873345,888.656113,118.254144934718,10.6002149467771,1047.169761,19612486.4,5700890.0,172144703.4,864813.1,4.25,3.0,50.22,2803.689941,13.57,33834.898438,80.966,41.0753,30.3786,179.79,33.9809,273.77,8.1039,48.068,55.8,65.07,2.452,2.509,2.554,2.559,2.556,2.559,3.123,4.39,5274.66
2019-03-03,0.025561,0.000325,0.001526,-0.856795,0.04295361,-71.005,0.6864354,3.448436,5.856103,137.476,5.390614,4.30523,5.81315,208.481,4.704178,1.3,-0.58025,2.40,10.62000,101.11000,253.322,196.7501,694.762379,389.652517,109.815956490553,7.17857694096086,1197.873345,888.656113,118.254144934718,10.6002149467771,1047.169761,19612486.4,5700890.0,172144703.4,864813.1,4.25,3.0,50.22,2803.689941,13.57,33834.898438,80.966,41.0753,30.3786,179.79,33.9809,273.77,8.1039,48.068,55.8,65.07,2.4482,2.5145,2.5517,2.559,2.5697,2.559,3.134,4.39,5274.66
2019-03-04,0.025113,0.000323,0.001517,-0.856795,0.04295361,-71.005,0.6864354,3.448436,5.856103,137.476,5.390614,4.30523,5.81315,208.481,4.704178,1.3,-0.58025,2.40,23.30000,71.01000,253.322,196.7501,694.762379,389.652517,109.815956490553,7.17857694096086,1197.873345,888.656113,118.254144934718,10.6002149467771,1047.169761,19612486.4,5700890.0,172144703.4,864813.1,4.25,3.0,50.22,2792.810059,14.63,33834.898438,80.8184,40.9478,29.6688,180.68,33.8011,271.62,7.8734,46.7551,56.59,65.67,2.437,2.504,2.541,2.545,2.531,2.545,3.09,4.4,5240.89
2019-03-05,0.025112,0.000323,0.001516,-0.856795,0.04295361,-71.005,0.6864354,3.448436,5.856103,137.476,5.390614,4.30523,5.81315,208.481,4.704178,1.3,-0.58025,2.40,8.86000,138.38000,253.322,196.7501,694.762379,389.652517,109.815956490553,7.17857694096086,1197.873345,888.656113,118.254144934718,10.6002149467771,1047.169761,19612486.4,5700890.0,172144703.4,864813.1,4.25,3.0,50.22,2789.649902,14.74,33834.898438,81.1937,41.1707,29.6411,180.24,33.7337,273.91,8.0594,46.7799,56.56,65.86,2.432,2.532,2.546,2.551,2.531,2.551,3.087,4.4,5229.9
2019-03-06,0.025107,0.000323,0.001521,-0.856795,0.04295361,-71.005,0.6864354,3.448436,5.856103,137.476,5.390614,4.30523,5.81315,208.481,4.704178,1.3,-0.58025,2.40,6.45000,78.64000,253.322,196.7501,694.762379,389.652517,109.815956490553,7.17857694096086,1197.873345,888.656113,118.254144934718,10.6002149467771,1047.169761,19612486.4,5700890.0,172144703.4,864813.1,4.25,3.0,50.55,2771.449951,15.74,32340.400391,80.7408,40.6005,29.5102,177.92,33.464,272.51,7.9826,48.6915,56.22,65.99,2.426,2.53,2.538,2.52,2.497,2.52,3.07,4.38,5256.07
2019-03-07,0.024559,0.000322,0.001516,-0.856795,0.04295361,-71.005,0.6864354,3.448436,5.856103,137.476,5.390614,4.30523,5.81315,208.481,4.704178,1.3,-0.58025,2.40,37.71000,138.86000,253.322,196.7501,694.762379,389.652517,109.815956490553,7.17857694096086,1197.873345,888.656113,118.254144934718,10.6002149467771,1047.169761,19612486.4,5700890.0,172144703.4,864813.1,4.25,3.0,51.86,2748.929932,16.59,33189.898438,80.52,40.1937,29.4785,178.02,33.3404,271.76,7.833,47.3284,56.66,66.3,2.424,2.527,2.527,2.469,2.435,2.469,3.025,4.33,5256.82
2019-03-08,0.023569,0.000321,0.001499,-0.856795,0.04295361,-71.005,0.6864354,3.448436,5.856103,137.476,5.390614,4.30523,5.81315,208.481,4.704178,1.3,-0.58642,2.40,66.65000,81.81000,253.322,196.7501,694.762379,389.652517,109.815956490553,7.17857694096086,1197.873345,888.656113,118.254144934718,10.6002149467771,1047.169761,19612486.4,5700890.0,172144703.4,864813.1,4.25,3.0,57.89,2743.070068,16.049999,33020.101563,80.4667,40.1708,29.6054,176.69,33.3179,270.17,7.9664,47.6786,56.07,65.74,2.45,2.524,2.524,2.463,2.425,2.463,3.009,4.24,5274.96
2019-03-09,0.023569,0.000321,0.001499,-0.856795,0.04295361,-71.005,0.6864354,3.448436,5.856103,137.476,5.390614,4.30523,5.81315,208.481,4.704178,1.3,-0.58642,2.40,47.41000,67.73000,253.322,196.7501,694.762379,389.652517,109.815956490553,7.17857694096086,1197.873345,888.656113,118.254144934718,10.6002149467771,1047.169761,19612486.4,5700890.0,172144703.4,864813.1,4.25,3.0,57.89,2743.070068,16.049999,33020.101563,80.4667,40.1708,29.6054,176.69,33.3179,270.17,7.9664,47.6786,56.07,65.74,2.45,2.524,2.524,2.463,2.425,2.463,3.009,4.24,5274.96
2019-03-10,0.023569,0.000321,0.001499,-0.856795,0.04295361,-71.005,0.6864354,3.448436,5.856103,137.476,5.390614,4.30523,5.81315,208.481,4.704178,1.3,-0.58642,2.40,110.55000,138.96000,253.322,196.7501,694.762379,389.652517,109.815956490553,7.17857694096086,1197.873345,888.656113,118.254144934718,10.6002149467771,1047.169761,19612486.4,5700890.0,172144703.4,864813.1,4.25,3.0,57.89,2743.070068,16.049999,33020.101563,80.4667,40.1708,29.6054,176.69,33.3179,270.17,7.9664,47.6786,56.79,65.74,2.4406,2.5214,2.5245,2.463,2.4303,2.463,3.011,4.24,5274.96
2019-03-11,0.024264,0.000323,0.001527,-0.856795,0.04295361,-71.005,0.6864354,3.448436,5.856103,137.476,5.390614,4.30523,5.81315,208.481,4.704178,1.3,-0.58642,2.40,21.72000,161.35000,253.322,196.7501,694.762379,389.652517,109.815956490553,7.17857694096086,1197.873345,888.656113,118.254144934718,10.6002149467771,1047.169761,19612486.4,5700890.0,172144703.4,864813.1,4.25,3.0,59.86,2783.300049,14.33,33790.699219,80.2569,39.886,29.1692,175.55,33.3067,270.87,7.8613,47.775,56.79,66.58,2.445,2.526,2.532,2.477,2.44,2.477,3.032,4.27,5299.33
2019-03-12,0.024242,0.000315,0.001492,-0.856795,0.04295361,-71.005,0.6864354,3.448436,5.856103,137.476,5.390614,4.30523,5.81315,208.481,4.704178,1.3,-0.58642,2.40,26.23000,93.23000,253.322,196.7501,694.762379,389.652517,109.815956490553,7.17857694096086,1197.873345,888.656113,118.254144934718,10.6002149467771,1047.169761,19612486.4,5700890.0,172144703.4,864813.1,4.25,3.0,62.12,2791.52002,13.77,33681.300781,80.8615,40.4203,29.5935,176.93,33.7,273.44,7.7642,48.1036,56.87,66.67,2.434,2.532,2.524,2.453,2.414,2.453,2.99,4.3,5289.44
2019-03-13,0.024104,0.000318,0.001504,-0.856795,0.04295361,-71.005,0.6864354,3.448436,5.856103,137.476,5.390614,4.30523,5.81315,208.481,4.704178,1.3,-0.58642,2.40,12.95000,81.38000,253.322,196.7501,694.762379,389.652517,109.815956490553,7.17857694096086,1197.873345,888.656113,118.254144934718,10.6002149467771,1047.169761,19612486.4,5700890.0,172144703.4,864813.1,4.25,3.0,63.33,2810.919922,13.41,34023.0,81.5304,40.5091,30.0971,177.72,33.6326,274.09,7.8977,48.0852,58.26,67.55,2.429,2.525,2.519,2.453,2.414,2.453,3.01,4.26,5313.49
2019-03-14,0.024246,0.000318,0.001497,-0.856795,0.04295361,-71.005,0.6864354,3.448436,5.856103,137.476,5.390614,4.30523,5.81315,208.481,4.704178,1.3,-0.58642,2.40,30.81000,56.33000,253.322,196.7501,694.762379,389.652517,109.815956490553,7.17857694096086,1197.873345,888.656113,118.254144934718,10.6002149467771,1047.169761,19612486.4,5700890.0,172144703.4,864813.1,4.25,3.0,63.66,2808.47998,13.5,33530.5,81.3474,40.5381,30.0614,177.23,33.228,269.99,7.8572,48.045,58.61,67.23,2.447,2.522,2.519,2.461,2.43,2.461,3.046,4.25,5300.79
2019-03-15,0.024547,0.000318,0.00149,-0.856795,0.04295361,-71.005,0.6864354,3.448436,5.856103,137.476,5.390614,4.30523,5.81315,208.481,4.704178,1.3,-0.59022,2.40,53.12000,66.48000,253.322,196.7501,694.762379,389.652517,109.815956490553,7.17857694096086,1197.873345,888.656113,118.254144934718,10.6002149467771,1047.169761,19612486.4,5700890.0,172144703.4,864813.1,4.25,3.0,63.74,2822.47998,12.88,33933.101563,81.5838,40.9523,29.9702,179.35,33.0707,271.34,7.9098,47.6793,58.52,67.16,2.465,2.516,2.518,2.444,2.4,2.444,3.018,4.25,5324.12
2019-03-16,0.024547,0.000318,0.00149,-0.856795,0.04295361,-71.005,0.6864354,3.448436,5.856103,137.476,5.390614,4.30523,5.81315,208.481,4.704178,1.3,-0.59022,2.40,61.29000,65.37000,253.322,196.7501,694.762379,389.652517,109.815956490553,7.17857694096086,1197.873345,888.656113,118.254144934718,10.6002149467771,1047.169761,19612486.4,5700890.0,172144703.4,864813.1,4.25,3.0,63.74,2822.47998,12.88,33933.101563,81.5838,40.9523,29.9702,179.35,33.0707,271.34,7.9098,47.6793,58.52,67.16,2.465,2.516,2.518,2.444,2.4,2.444,3.018,4.25,5324.12
