,GDP_United States 270-step difference,yield_spread_30Y_6M 30-step return,GDP_QoQ_diff_Chile_US 90-step difference,Imports in goods (value)_United States 30-step difference,yield_spread_Chile_US_10Y 30-step difference,BBG_Soybeans_Index 90-step return,BBG_Cocoa_Index 60-step difference,import_export_total_Chile 30-step difference,Consumer Price Index: All Items: Total: Total for Chile 30-step difference,BBG_Copper_Index 60-step difference,CLPUSD_wins
2015-04-09,,-0.0458190148911799,,13.258999999999986,-0.33599999999999985,-0.09836407645438605,0.5043000000000006,0.29208500000000015,0.6101491778420893,14.689999999999998,0.001637
2015-04-10,,-0.03680743897714056,,13.258999999999986,-0.3640000000000003,-0.10032551539938228,-1.834699999999998,0.29208500000000015,0.6101491778420893,15.620000000000005,0.001624
2015-04-11,,-0.03493788819875776,,13.258999999999986,-0.37200000000000033,-0.10032551539938228,-1.7971000000000004,0.29208500000000015,0.6101491778420893,18.5,0.001624
2015-04-12,,-0.03775628626692451,,13.258999999999986,-0.3490000000000002,-0.06824566711328173,-2.173400000000001,0.29208500000000015,0.6101491778420893,19.910000000000025,0.001624
2015-04-13,,-0.039071566731141205,,13.258999999999986,-0.383,-0.060138208537438786,-2.750399999999999,0.29208500000000015,0.6101491778420893,12.050000000000011,0.001616
2015-04-14,,-0.046733317833062116,,13.258999999999986,-0.3769999999999998,-0.05390941130400739,-1.9535000000000053,0.29208500000000015,0.6101491778420893,9.399999999999977,0.001621
2015-04-15,,-0.024467245461720744,,13.258999999999986,-0.36899999999999933,-0.03270261886825898,-2.542900000000003,0.29208500000000015,0.6101491778420893,10.319999999999993,0.001631
2015-04-16,,0.007323026851098424,,13.258999999999986,-0.3660000000000001,-0.0322337834846137,-1.3168000000000006,0.29208500000000015,0.6101491778420893,16.24000000000001,0.001632
2015-04-17,,0.002479338842975354,,13.258999999999986,-0.23099999999999943,-0.02975426167810491,-2.0947999999999922,0.29208500000000015,0.6101491778420893,16.5,0.00164
2015-04-18,,0.004139072847682224,,13.258999999999986,-0.29299999999999926,-0.02975426167810491,-2.3541999999999916,0.29208500000000015,0.6101491778420893,19.160000000000025,0.00164
2015-04-19,,0.018708333333333327,,13.258999999999986,-0.25099999999999945,-0.02975426167810491,-3.084799999999987,0.29208500000000015,0.6101491778420893,16.150000000000034,0.00164
2015-04-20,,0.03875000000000006,,13.258999999999986,-0.19700000000000006,-0.012028797567410487,-4.5700999999999965,0.29208500000000015,0.6101491778420893,11.490000000000009,0.001634
2015-04-21,,0.03724068982754325,,13.258999999999986,-0.17700000000000005,-0.01629682546769662,-4.782300000000006,0.29208500000000015,0.6101491778420893,11.5,0.001624
2015-04-22,,0.0600414078674949,,13.258999999999986,-0.12199999999999989,-0.014566380434293924,-4.617199999999997,0.29208500000000015,0.6101491778420893,8.590000000000032,0.001623
2015-04-23,,0.0820578231292517,,13.258999999999986,-0.1030000000000002,-0.0021217045864933004,-4.145600000000002,0.29208500000000015,0.6101491778420893,11.140000000000043,0.001617
