,Chicago Fed National Financial Conditions Index 7-step difference,BBG_Cocoa_Index 90-step difference,yield_spread_Chile_US_10Y 14-step return,US GBond 2Y 30-step return,S&P CLX IPSA 14-step difference,import_export_total_Chile 30-step return,BBG_Soybeans_Index 14-step return,BBG_Coffee_Index 30-step difference,yield_spread_30Y_6M 7-step return,Economic Policy Uncertainty Index for United States 60-step return,Consumer Price Index: All Items: Total: Total for Chile 30-step difference,import_export_total_US 60-step return,CLPUSD_wins
2015-03-11,-0.005769999999999942,,0.014484679665738076,0.06832298136645942,-118.59000000000015,-0.045978520173977744,-0.017814260140592952,-4.813700000000001,-0.02234848484848495,-0.5100982231541773,0.3486566730526022,-0.0634340840664358,0.0015905
2015-03-12,-0.005769999999999942,,0.02366197183098584,-0.0060606060606061,-115.36999999999989,-0.045978520173977744,-0.03508168529664657,-3.731099999999998,-0.022390891840607052,-0.6928513182930145,0.3486566730526022,-0.0634340840664358,0.00158855
2015-03-13,-0.003690000000000082,,0.028981429375351864,-0.004573170731707266,-157.25999999999976,-0.045978520173977744,-0.05594764532272545,-4.0355000000000025,-0.0565693430656935,-0.4751858549326904,0.3486566730526022,-0.0634340840664358,0.0015844
2015-03-14,-0.003690000000000082,,0.028981429375351864,0.03322784810126578,-157.25999999999976,-0.045978520173977744,-0.05594764532272545,-4.676100000000002,-0.0565693430656935,-0.4318148741085722,0.3486566730526022,-0.0634340840664358,0.001579
2015-03-15,-0.003690000000000082,,0.028981429375351864,0.018720748829953227,-157.25999999999976,-0.045978520173977744,-0.05594764532272545,-4.5581,-0.06067775634259098,-0.556066844272221,0.3486566730526022,-0.0634340840664358,0.001579
2015-03-16,-0.003690000000000082,,0.03917700112739575,0.018720748829953227,-110.25,-0.045978520173977744,-0.04388141569805415,-3.5334000000000003,-0.06390838566678969,-0.38858049167327513,0.3486566730526022,-0.0634340840664358,0.00157875
2015-03-17,-0.003690000000000082,,0.03139013452914807,0.045241809672387,-116.45000000000027,-0.045978520173977744,-0.05702576622923661,-3.5209999999999972,-0.06147384497899966,-0.26281673541543893,0.3486566730526022,-0.0634340840664358,0.0015776
2015-03-18,-0.003690000000000082,,0.05590921671740934,-0.11856474258970373,-97.59999999999991,-0.045978520173977744,-0.029168886521044324,-3.2851,-0.06237892289810154,-0.0076142131979695105,0.3486566730526022,-0.0634340840664358,0.0015749499999999
2015-03-19,-0.003690000000000082,,0.04047685056833927,-0.08456973293768555,-89.69000000000005,-0.045978520173977744,-0.024092069320675313,-1.8257000000000012,-0.06211180124223603,-0.5985384791048185,0.3486566730526022,-0.0634340840664358,0.001572
2015-03-20,-0.0034199999999999786,,0.04344239758042323,-0.03305785123966942,-48.289999999999964,-0.045978520173977744,-0.011424731182795633,-1.6890999999999998,-0.07156673114119927,-0.22346291701130416,0.3486566730526022,-0.0634340840664358,0.00156875
